organismName	taxId	checkmSpeciesTaxId	accession	completeness	gcPercent	superkingdom	phylum	class	order	family	genus	species
Candidatus Kuenenia stuttgartiensis	174633		GCA_943331405.2		65.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943331605.1		65.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943332215.1		63.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943332225.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943332855.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943333465.2		54.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943333605.2		52.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943333765.2		52.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943333815.2		59.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943333935.2		33.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943334135.2		63.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943334175.2		63.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943334305.2		63.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943334335.2		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943334375.2		52.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943334385.2		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943334615.2		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943334625.2		60.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943334675.2		65.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_943334755.2		65.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945859835.1		58.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945859935.1		67.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945859985.1		59.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945860405.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945860525.1		43.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945860655.1		69.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945860795.1		43.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945860805.1		63.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945860815.1		55.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945860915.1		59.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945861185.1		59.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945861365.1		70.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945861465.1		55.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945861825.1		68.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945861865.1		59.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945861975.1		54.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945862105.1		54.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945865255.1		55.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945865325.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945865635.1		52.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945869525.1		54.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945869685.1		67.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945870505.1		67.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945870875.1		68.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945870915.1		71.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945871025.1		43.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945871725.1		54.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945871975.1		44.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945872255.1		58.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945872275.1		44.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945872305.1		71.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945872325.1		52.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945872395.1		58.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945873025.1		66.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945873085.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945873415.1		63.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945874095.1		51.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945874605.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945875585.1		54.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945876185.1		66.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945876515.1		70.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945877135.1		65.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945877785.1		55.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945878565.1		58.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945878685.1		63.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945878735.1		54.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945879085.1		44.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945882075.1		57.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945883745.1		65.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945888505.1		63.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945889185.1		44.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945889605.1		44.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945890755.1		68.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945890855.1		54.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945890885.1		43.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945891385.1		67.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945896955.1		43.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945897435.1		66.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945897485.1		43.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945897505.1		59.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945897965.1		43.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945898125.1		58.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945901945.1		55.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945902045.1		52.0	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945902075.1		60.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945902105.1		59.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
Candidatus Kuenenia stuttgartiensis	174633		GCA_945902855.1		58.5	NA	203682 [phylum] Planctomycetota	2517206 [class] Candidatus Brocadiia	1127829 [order] Candidatus Brocadiales	1127830 [family] Candidatus Brocadiaceae	380738 [genus] Candidatus Kuenenia	174633 [species] Candidatus Kuenenia stuttgartiensis
