genome_name,contig_size,p_gene_nr,p_gene_length_sum,n_gene_nr,n_gene_length_sum,p_U_overlap_nr,p_U_overlap_length_sum,n_U_overlap_nr,n_U_overlap_length_sum,p_gap_length_sum,n_gap_length_sum,C_overlap_nr,D_overlap_nr,C_lengt_sum,D_lengt_sum
GCA_036475985.1,2494,0,0,3,1451,0,0,0,0,0,837,0,0,0,0
GCA_036475985.1,4928,2,1791,2,2381,0,0,0,0,17,380,0,0,0,0
GCA_036475985.1,2716,0,0,3,2709,0,0,1,-3,0,6,0,0,0,0
GCA_036475985.1,8845,7,7170,1,965,3,-13,0,0,1330,0,0,0,0,0
GCA_036475985.1,5172,2,3230,2,1665,0,0,0,0,16,66,0,0,0,0
GCA_036475985.1,5728,3,5668,0,0,1,-3,0,0,59,0,0,0,0,0
GCA_036475985.1,3681,2,744,3,2355,0,0,1,0,51,496,0,0,0,0
GCA_036475985.1,10848,9,7993,2,2101,1,0,0,0,2854,125,0,0,0,0
GCA_036475985.1,4489,2,920,1,2141,0,0,0,0,898,0,0,0,0,0
GCA_036475985.1,3273,5,3089,0,0,0,0,0,0,183,0,0,0,0,0
GCA_036475985.1,4869,3,1734,3,2595,1,-33,0,0,-24,343,0,0,0,0
GCA_036475985.1,8966,4,5793,2,2581,0,0,0,0,3172,48,0,0,0,0
GCA_036475985.1,5056,0,0,4,4726,0,0,0,0,0,329,0,0,0,0
GCA_036475985.1,4641,4,3737,0,0,1,-3,0,0,30,0,0,0,0,0
GCA_036475985.1,3195,0,0,3,2911,0,0,0,0,0,283,0,0,0,0
GCA_036475985.1,2946,2,2275,0,0,0,0,0,0,373,0,0,0,0,0
GCA_036475985.1,7740,3,3141,4,4271,1,-15,0,0,1,94,0,0,0,0
GCA_036475985.1,3746,1,1415,2,1499,0,0,0,0,0,7,0,0,0,0
GCA_036475985.1,7208,0,0,5,4970,0,0,0,0,0,1820,0,0,0,0
GCA_036475985.1,9454,3,3403,7,5357,0,0,1,-64,35,260,0,0,0,0
GCA_036475985.1,8606,1,782,4,7589,0,0,1,-3,0,1016,0,0,0,0
GCA_036475985.1,5534,5,2287,5,2454,0,0,0,0,307,3079,0,0,0,0
GCA_036475985.1,4347,1,2616,2,818,0,0,0,0,0,17,0,0,0,0
GCA_036475985.1,2939,2,2711,0,0,0,0,0,0,24,0,0,0,0,0
GCA_036475985.1,3438,3,2370,1,569,0,0,0,0,943,0,0,0,0,0
GCA_036475985.1,5670,1,652,4,4313,0,0,0,0,0,344,0,0,0,0
GCA_036475985.1,2630,1,639,2,1928,0,0,0,0,0,4,0,0,0,0
GCA_036475985.1,9698,2,459,8,7918,0,0,0,0,1908,1260,0,0,0,0
GCA_036475985.1,5157,6,4511,0,0,2,-9,0,0,438,0,0,0,0,0
GCA_036475985.1,8404,6,4872,4,2396,1,0,0,0,393,383,0,0,0,0
GCA_036475985.1,10603,3,3747,6,5762,0,0,0,0,1399,3074,0,0,0,0
GCA_036475985.1,5331,4,2675,2,1882,0,0,1,-3,574,-3,0,0,0,0
GCA_036475985.1,4086,4,2464,2,573,0,0,0,0,394,291,0,0,0,0
GCA_036475985.1,4474,4,3500,1,698,1,-3,0,0,973,0,0,0,0,0
GCA_036475985.1,12806,8,9596,1,1557,2,-22,0,0,1390,0,0,0,0,0
GCA_036475985.1,6547,6,5417,1,703,0,0,0,0,136,0,0,0,0,0
GCA_036475985.1,4875,4,4315,1,152,0,0,0,0,559,0,0,0,0,0
GCA_036475985.1,3744,4,3185,0,0,0,0,0,0,226,0,0,0,0,0
GCA_036475985.1,5553,3,2915,2,2222,0,0,1,-3,349,-3,0,0,0,0
GCA_036475985.1,11746,12,5669,3,3498,0,0,0,0,6076,437,0,0,0,0
GCA_036475985.1,5309,4,4900,0,0,0,0,0,0,204,0,0,0,0,0
GCA_036475985.1,4415,0,0,7,4278,0,0,0,0,0,136,0,0,0,0
GCA_036475985.1,15204,12,11948,2,1732,4,-35,0,0,1006,57,0,0,0,0
GCA_036475985.1,3062,4,2936,0,0,0,0,0,0,125,0,0,0,0,0
GCA_036475985.1,2559,0,0,2,2262,0,0,0,0,0,296,0,0,0,0
GCA_036475985.1,3564,4,3070,0,0,0,0,0,0,244,0,0,0,0,0
GCA_036475985.1,3004,0,0,5,2832,0,0,0,0,0,171,0,0,0,0
GCA_036475985.1,6504,0,0,6,5560,0,0,0,0,0,799,0,0,0,0
GCA_036475985.1,4089,4,2493,1,1286,2,-10,0,0,1547,0,0,0,0,0
GCA_036475985.1,3008,1,1301,2,878,0,0,0,0,0,569,0,0,0,0
GCA_036475985.1,13684,11,9226,4,2897,2,-7,0,0,2169,1501,0,0,0,0
GCA_036475985.1,2154,2,1670,0,0,0,0,0,0,163,0,0,0,0,0
GCA_036475985.1,6748,0,0,8,6370,0,0,3,-80,0,43,0,0,0,0
GCA_036475985.1,23518,8,8410,13,12556,1,0,0,0,13485,10961,1,1,-59,3
GCA_036475985.1,2994,2,2364,1,533,0,0,0,0,21,0,0,0,0,0
GCA_036475985.1,2931,2,2398,1,216,0,0,0,0,41,0,0,0,0,0
GCA_036475985.1,4131,3,3360,0,0,0,0,0,0,134,0,0,0,0,0
GCA_036475985.1,3847,3,3189,1,455,0,0,0,0,158,0,0,0,0,0
GCA_036475985.1,10089,5,4026,7,5490,1,-16,0,0,217,341,0,0,0,0
GCA_036475985.1,7470,2,2782,5,4231,0,0,2,-16,108,108,0,0,0,0
GCA_036475985.1,5650,3,1419,2,3631,1,-16,0,0,32,107,0,0,0,0
GCA_036475985.1,4902,0,0,6,4759,0,0,1,-3,0,142,0,0,0,0
GCA_036475985.1,3761,2,1390,3,1905,0,0,0,0,1708,605,0,0,0,0
GCA_036475985.1,3896,2,878,1,1907,0,0,0,0,351,0,0,0,0,0
GCA_036475985.1,5987,6,3482,2,1414,0,0,0,0,2504,779,0,0,0,0
GCA_036475985.1,2867,1,1115,2,951,0,0,0,0,0,1623,0,0,0,0
GCA_036475985.1,2464,2,1633,1,755,1,-16,0,0,-16,0,0,0,0,0
GCA_036475985.1,3294,4,3240,0,0,2,-3,0,0,53,0,0,0,0,0
GCA_036475985.1,3940,2,983,2,2311,0,0,0,0,2956,142,0,0,0,0
GCA_036475985.1,2476,1,728,2,1526,0,0,0,0,0,42,0,0,0,0
GCA_036475985.1,6494,7,5422,2,555,1,-3,0,0,481,5438,0,0,0,0
GCA_036475985.1,4895,3,1758,2,2788,0,0,0,0,109,2106,0,0,0,0
GCA_036475985.1,5207,3,3430,1,626,0,0,0,0,94,0,0,0,0,0
GCA_036475985.1,3650,0,0,4,3418,0,0,2,-3,0,79,0,0,0,0
GCA_036475985.1,7299,3,2916,3,3552,1,-16,1,-21,280,147,0,0,0,0
GCA_036475985.1,4075,3,3693,0,0,0,0,0,0,51,0,0,0,0,0
GCA_036475985.1,3580,5,3143,0,0,1,0,0,0,359,0,0,0,0,0
GCA_036475985.1,7508,2,1303,4,5309,0,0,0,0,1272,2086,0,0,0,0
GCA_036475985.1,7471,8,7028,0,0,2,-22,0,0,328,0,0,0,0,0
GCA_036475985.1,3408,3,3107,0,0,0,0,0,0,102,0,0,0,0,0
GCA_036475985.1,4835,5,4741,0,0,1,-16,0,0,93,0,0,0,0,0
GCA_036475985.1,7450,0,0,10,6703,0,0,2,-33,0,585,0,0,0,0
GCA_036475985.1,2990,0,0,5,2833,0,0,2,-6,0,72,0,0,0,0
GCA_036475985.1,8724,6,5608,2,1840,0,0,0,0,1922,5992,0,0,0,0
GCA_036475985.1,4719,4,3844,0,0,0,0,0,0,820,0,0,0,0,0
GCA_036475985.1,2664,3,2143,0,0,0,0,0,0,55,0,0,0,0,0
GCA_036475985.1,4332,1,398,3,3098,0,0,0,0,0,329,0,0,0,0
GCA_036475985.1,12422,0,0,11,11637,0,0,4,-21,0,308,0,0,0,0
GCA_036475985.1,2998,0,0,4,2468,0,0,0,0,0,518,0,0,0,0
GCA_036475985.1,4134,5,3640,0,0,0,0,0,0,272,0,0,0,0,0
GCA_036475985.1,12096,0,0,11,11805,0,0,0,0,0,290,0,0,0,0
GCA_036475985.1,3486,2,1318,2,1471,0,0,0,0,2054,385,0,0,0,0
GCA_036475985.1,5940,4,5690,0,0,1,-31,0,0,32,0,0,0,0,0
GCA_036475985.1,15784,9,8172,7,4691,0,0,0,0,6397,8936,0,0,0,0
GCA_036475985.1,4231,2,2707,3,1343,0,0,2,-3,22,-3,0,0,0,0
GCA_036475985.1,14510,16,12987,2,776,2,-28,0,0,736,9,0,0,0,0
GCA_036475985.1,15071,14,11198,4,3008,3,-50,0,0,3006,4412,0,0,0,0
GCA_036475985.1,6472,5,4048,3,1350,0,0,0,0,1999,251,0,0,0,0
GCA_036475985.1,3898,1,503,2,3282,0,0,0,0,0,93,0,0,0,0
GCA_036475985.1,10450,3,4800,4,4832,0,0,0,0,5649,395,0,0,0,0
GCA_036475985.1,5346,5,3146,2,1729,1,-3,0,0,2199,11,0,0,0,0
GCA_036475985.1,15573,13,13853,2,1063,3,-22,1,-3,141,-3,0,0,0,0
GCA_036475985.1,12510,3,2514,7,6866,0,0,0,0,1984,5265,0,0,0,0
GCA_036475985.1,5516,5,4243,1,536,0,0,0,0,98,0,0,0,0,0
GCA_036475985.1,4605,4,2289,2,1848,1,-15,0,0,2048,2183,0,0,0,0
GCA_036475985.1,8810,1,834,9,7161,0,0,1,-10,0,390,0,0,0,0
GCA_036475985.1,7000,2,2323,2,4045,0,0,0,0,59,4,0,0,0,0
GCA_036475985.1,3808,0,0,5,2432,0,0,0,0,0,651,0,0,0,0
GCA_036475985.1,5826,5,5655,0,0,1,-3,0,0,55,0,0,0,0,0
GCA_036475985.1,3848,0,0,4,3283,0,0,0,0,0,501,0,0,0,0
GCA_036475985.1,6877,5,5245,1,797,0,0,0,0,1631,0,0,0,0,0
GCA_036475985.1,7514,7,6496,0,0,1,-9,0,0,763,0,0,0,0,0
GCA_036475985.1,7766,6,4827,1,1595,0,0,0,0,2748,0,0,0,0,0
GCA_036475985.1,4059,1,971,2,2604,0,0,0,0,0,1306,0,0,0,0
GCA_036475985.1,6809,3,3057,5,3154,0,0,0,0,3647,117,0,1,0,3
GCA_036475985.1,4761,1,731,3,3045,0,0,1,-19,0,1138,0,0,0,0
GCA_036475985.1,3802,3,1714,2,1801,0,0,1,-3,2087,-3,0,0,0,0
GCA_036475985.1,3469,0,0,2,2989,0,0,0,0,0,62,0,0,0,0
GCA_036475985.1,3549,0,0,3,2682,0,0,0,0,0,45,0,0,0,0
GCA_036475985.1,13298,8,5707,5,5934,0,0,0,0,6775,6215,0,0,0,0
GCA_036475985.1,3509,5,2188,1,611,0,0,0,0,1320,0,0,0,0,0
GCA_036475985.1,3675,2,2134,1,1483,0,0,0,0,38,0,0,0,0,0
GCA_036475985.1,2869,0,0,2,2715,0,0,0,0,0,27,0,0,0,0
GCA_036475985.1,5091,1,254,5,3772,0,0,0,0,0,36,0,0,0,0
GCA_036475985.1,10299,7,9741,0,0,0,0,0,0,557,0,0,0,0,0
GCA_036475985.1,16788,11,8416,7,6762,2,-3,0,0,2690,10025,0,0,0,0
GCA_036475985.1,14554,3,1689,9,10616,0,0,0,0,750,712,0,0,0,0
GCA_036475985.1,16000,2,1996,9,12315,0,0,0,0,176,3478,0,0,0,0
GCA_036475985.1,6013,1,1374,7,4179,0,0,0,0,0,445,0,0,0,0
GCA_036475985.1,7048,0,0,6,6600,0,0,1,-3,0,200,0,0,0,0
GCA_036475985.1,4593,2,2004,2,2093,0,0,1,-7,90,-7,0,0,0,0
GCA_036475985.1,2264,1,832,2,1365,0,0,0,0,0,1,0,0,0,0
GCA_036475985.1,3532,1,200,4,3119,0,0,1,-3,0,68,0,0,0,0
GCA_036475985.1,2620,3,2606,0,0,0,0,0,0,13,0,0,0,0,0
GCA_036475985.1,4993,4,3593,2,608,0,0,0,0,1278,118,0,0,0,0
GCA_036475985.1,5034,6,5011,0,0,2,-32,0,0,22,0,0,0,0,0
GCA_036475985.1,17564,3,3755,15,12453,0,0,3,-23,13808,784,0,0,0,0
GCA_036475985.1,4967,2,1303,4,3205,1,-58,1,-46,-58,1402,0,0,0,0
GCA_036475985.1,7838,1,899,9,6706,0,0,2,-24,0,1131,0,0,0,0
GCA_036475985.1,3113,0,0,2,1918,0,0,0,0,0,158,0,0,0,0
GCA_036475985.1,2215,4,2209,0,0,1,-3,0,0,5,0,0,0,0,0
GCA_036475985.1,8737,5,7444,2,732,2,-3,0,0,922,7332,0,0,0,0
GCA_036475985.1,4278,3,1272,4,1975,0,0,0,0,488,2030,0,0,0,0
GCA_036475985.1,19411,2,664,15,16122,0,0,2,-10,10396,2587,0,0,0,0
GCA_036475985.1,7749,5,4097,3,2355,0,0,0,0,3198,2809,0,0,0,0
GCA_036475985.1,4133,5,3591,0,0,0,0,0,0,541,0,0,0,0,0
GCA_036475985.1,10017,3,2516,2,2134,0,0,0,0,3552,267,0,0,0,0
GCA_036475985.1,7840,2,559,9,6254,0,0,0,0,42,1203,0,1,0,3
GCA_036475985.1,8328,5,3955,4,3646,1,-7,1,-34,3098,1653,0,0,0,0
GCA_036475985.1,3795,0,0,4,3399,0,0,0,0,0,395,0,0,0,0
GCA_036475985.1,10403,11,10001,0,0,3,-83,0,0,276,0,0,0,0,0
GCA_036475985.1,3676,3,3325,1,152,2,-34,0,0,-34,0,0,0,0,0
GCA_036475985.1,9788,3,2835,8,5619,0,0,1,0,107,721,0,0,0,0
GCA_036475985.1,6754,1,554,5,5228,0,0,0,0,0,1007,0,0,0,0
GCA_036475985.1,6879,0,0,6,6635,0,0,0,0,0,243,0,0,0,0
GCA_036475985.1,2304,3,1746,0,0,0,0,0,0,250,0,0,0,0,0
GCA_036475985.1,5593,3,2259,3,2948,0,0,0,0,234,10,0,0,0,0
GCA_036475985.1,14156,11,13041,0,0,0,0,0,0,834,0,0,0,0,0
GCA_036475985.1,12852,9,10809,1,1421,1,-3,0,0,2026,0,0,0,0,0
GCA_036475985.1,5147,0,0,5,4336,0,0,1,-37,0,734,0,0,0,0
GCA_036475985.1,2437,0,0,2,2333,0,0,0,0,0,19,0,0,0,0
GCA_036475985.1,3281,3,2481,1,394,0,0,0,0,87,0,0,0,0,0
GCA_036475985.1,7826,5,4618,4,2602,2,-18,0,0,820,1772,0,0,0,0
GCA_036475985.1,3282,0,0,4,2267,0,0,0,0,0,765,0,0,0,0
GCA_036475985.1,3413,0,0,3,3117,0,0,1,-3,0,295,0,0,0,0
GCA_036475985.1,7431,7,7101,0,0,1,-30,0,0,148,0,0,0,0,0
GCA_036475985.1,6580,4,5208,0,0,2,-9,0,0,1192,0,0,0,0,0
GCA_036475985.1,5623,3,1992,3,3021,0,0,0,0,3630,77,0,0,0,0
GCA_036475985.1,8243,6,4908,2,2562,1,-3,0,0,348,142,0,0,0,0
GCA_036475985.1,8310,3,2140,7,4865,0,0,1,-3,1288,1899,0,0,0,0
GCA_036475985.1,6200,2,1827,5,3836,1,0,0,0,0,239,0,0,0,0
GCA_036475985.1,3812,1,1433,1,2098,0,0,0,0,0,0,0,0,0,0
GCA_036475985.1,2633,0,0,3,2446,0,0,0,0,0,155,0,0,0,0
GCA_036475985.1,4686,6,3457,2,583,0,0,1,-3,1228,-3,0,0,0,0
GCA_036475985.1,5326,3,1558,4,3274,0,0,0,0,2234,1116,0,0,0,0
GCA_036475985.1,13766,9,5199,8,6236,2,-3,2,-32,6588,3037,0,0,0,0
GCA_036475985.1,5753,8,5751,0,0,4,-47,0,0,-23,0,0,0,0,0
GCA_036475985.1,5759,3,4807,1,294,1,-3,0,0,26,0,0,0,0,0
GCA_036475985.1,3062,2,2760,0,0,0,0,0,0,301,0,0,0,0,0
GCA_036475985.1,5308,5,4041,1,509,0,0,0,0,1266,0,0,0,0,0
GCA_036475985.1,11222,0,0,9,10038,0,0,3,-6,0,591,0,0,0,0
GCA_036475985.1,2623,2,2629,0,0,1,-7,0,0,-7,0,0,0,0,0
GCA_036475985.1,12206,6,4497,4,5472,1,-3,0,0,6984,5563,0,0,0,0
GCA_036475985.1,4133,4,3896,0,0,0,0,0,0,236,0,0,0,0,0
GCA_036475985.1,3229,2,3122,0,0,1,-3,0,0,-3,0,0,0,0,0
GCA_036475985.1,3866,2,2809,1,983,0,0,0,0,76,0,0,0,0,0
GCA_036475985.1,11285,6,3264,9,6525,0,0,5,-19,8020,2217,0,0,0,0
GCA_036475985.1,8493,7,5825,1,1622,0,0,0,0,2667,0,0,0,0,0
GCA_036475985.1,2654,3,2238,0,0,1,-3,0,0,52,0,0,0,0,0
GCA_036475985.1,9095,19,8962,0,0,5,-40,0,0,132,0,0,0,0,0
GCA_036475985.1,3326,0,0,5,3310,0,0,1,-16,0,15,0,0,0,0
GCA_036475985.1,7799,6,6994,0,0,1,-3,0,0,386,0,0,0,0,0
GCA_036475985.1,7907,4,4033,3,3459,1,0,1,-16,3839,-9,0,0,0,0
GCA_036475985.1,5151,0,0,5,4715,0,0,1,-3,0,435,0,0,0,0
GCA_036475985.1,4564,5,4410,0,0,2,-3,0,0,1,0,0,0,0,0
GCA_036475985.1,7636,4,5340,2,1691,0,0,0,0,302,141,0,0,0,0
GCA_036475985.1,4860,4,2757,1,1193,0,0,0,0,1681,0,0,0,0,0
GCA_036475985.1,9472,7,8585,1,274,1,-19,0,0,371,0,0,0,0,0
GCA_036475985.1,3821,5,3612,0,0,1,-25,0,0,208,0,0,0,0,0
GCA_036475985.1,8058,5,5188,1,2489,1,-3,0,0,115,0,0,0,0,0
GCA_036475985.1,2729,1,243,2,2341,0,0,1,-58,0,-58,0,0,0,0
GCA_036475985.1,3388,4,3180,0,0,0,0,0,0,207,0,0,0,0,0
GCA_036475985.1,2626,3,2226,1,238,1,-3,0,0,5,0,0,0,0,0
GCA_036475985.1,7012,0,0,6,6435,0,0,0,0,0,382,0,0,0,0
GCA_036475985.1,6353,6,5412,0,0,0,0,0,0,940,0,0,0,0,0
GCA_036475985.1,3308,3,2793,0,0,1,-6,0,0,-4,0,0,0,0,0
GCA_036475985.1,20523,13,15090,5,3853,0,0,1,0,5272,7167,0,0,0,0
GCA_036475985.1,5337,0,0,4,4935,0,0,1,-3,0,158,0,0,0,0
GCA_036475985.1,3922,1,1128,4,2555,0,0,0,0,0,108,0,0,0,0
GCA_036477455.1,8430,8,5938,1,1112,1,-7,0,0,519,0,0,0,0,0
GCA_036477455.1,10777,8,7310,1,2360,0,0,0,0,678,0,0,0,0,0
GCA_036477455.1,4959,4,3379,2,568,1,0,0,0,360,294,0,0,0,0
GCA_036477455.1,5273,0,0,5,4350,0,0,0,0,0,688,0,0,0,0
GCA_036477455.1,2906,0,0,1,2114,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,7157,8,6662,0,0,1,0,0,0,494,0,0,0,0,0
GCA_036477455.1,3141,0,0,3,3030,0,0,1,-16,0,110,0,0,0,0
GCA_036477455.1,5104,0,0,6,4317,0,0,1,-24,0,751,0,0,0,0
GCA_036477455.1,4887,3,1242,2,3085,0,0,0,0,3502,427,0,0,0,0
GCA_036477455.1,3468,2,488,2,2444,0,0,0,0,1420,500,0,0,0,0
GCA_036477455.1,4699,3,3911,0,0,0,0,0,0,331,0,0,0,0,0
GCA_036477455.1,2053,4,1440,0,0,1,0,0,0,612,0,0,0,0,0
GCA_036477455.1,5982,3,2256,3,3338,1,-13,0,0,1132,2349,0,0,0,0
GCA_036477455.1,4808,3,1317,3,2368,1,-3,1,-16,198,2410,0,0,0,0
GCA_036477455.1,5845,4,4232,1,950,1,-3,0,0,29,0,0,0,0,0
GCA_036477455.1,8620,7,4640,3,2740,0,0,0,0,2007,3597,0,0,0,0
GCA_036477455.1,2176,2,1547,1,234,0,0,0,0,10,0,0,0,0,0
GCA_036477455.1,5802,5,3931,1,920,0,0,0,0,758,0,0,0,0,0
GCA_036477455.1,2413,0,0,2,2029,0,0,0,0,0,152,0,0,0,0
GCA_036477455.1,4677,5,4224,0,0,1,-37,0,0,433,0,0,0,0,0
GCA_036477455.1,2729,3,2461,0,0,0,0,0,0,74,0,0,0,0,0
GCA_036477455.1,2115,4,1297,1,234,0,0,0,0,332,0,0,0,0,0
GCA_036477455.1,2353,0,0,2,1435,0,0,0,0,0,32,0,0,0,0
GCA_036477455.1,8020,8,6554,1,735,0,0,0,0,658,0,0,0,0,0
GCA_036477455.1,4008,4,2625,1,748,2,-6,0,0,345,0,0,0,0,0
GCA_036477455.1,12123,13,8666,1,2496,1,-3,0,0,934,0,0,0,0,0
GCA_036477455.1,4958,3,1609,3,2698,0,0,0,0,2857,1012,0,0,0,0
GCA_036477455.1,2602,1,625,2,1491,0,0,0,0,0,68,0,0,0,0
GCA_036477455.1,2028,3,729,2,553,0,0,0,0,677,1100,0,0,0,0
GCA_036477455.1,3053,1,2552,0,0,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,4641,3,3365,1,881,0,0,0,0,126,0,0,0,0,0
GCA_036477455.1,2302,2,701,1,431,0,0,0,0,171,0,0,0,0,0
GCA_036477455.1,3825,2,1390,1,1145,0,0,0,0,24,0,0,0,0,0
GCA_036477455.1,2283,2,2201,0,0,0,0,0,0,81,0,0,0,0,0
GCA_036477455.1,2718,0,0,3,2486,0,0,0,0,0,231,0,0,0,0
GCA_036477455.1,2207,0,0,3,1748,0,0,1,-34,0,43,0,0,0,0
GCA_036477455.1,8045,5,7269,0,0,0,0,0,0,603,0,0,0,0,0
GCA_036477455.1,5893,2,958,6,4691,0,0,2,-10,129,1201,0,0,0,0
GCA_036477455.1,4387,4,4090,0,0,0,0,0,0,187,0,0,0,0,0
GCA_036477455.1,11390,2,1566,8,8756,0,0,1,0,50,836,0,0,0,0
GCA_036477455.1,3213,3,1170,1,671,0,0,0,0,784,0,0,0,0,0
GCA_036477455.1,5871,2,2512,1,2632,0,0,0,0,104,0,0,0,0,0
GCA_036477455.1,2201,1,965,1,443,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,5999,8,5772,0,0,1,0,0,0,226,0,0,0,0,0
GCA_036477455.1,4898,1,1466,3,2922,0,0,0,0,0,143,0,1,0,3
GCA_036477455.1,5365,6,3199,1,998,0,0,0,0,1842,0,0,0,0,0
GCA_036477455.1,2745,3,2088,1,294,1,-37,0,0,-35,0,0,0,0,0
GCA_036477455.1,4483,4,3124,2,569,0,0,0,0,670,33,0,0,0,0
GCA_036477455.1,2149,2,1584,0,0,0,0,0,0,129,0,0,0,0,0
GCA_036477455.1,8517,13,7398,0,0,1,-19,0,0,1118,0,0,0,0,0
GCA_036477455.1,3544,5,3040,0,0,0,0,0,0,361,0,0,0,0,0
GCA_036477455.1,2446,0,0,2,1606,0,0,0,0,0,294,0,0,0,0
GCA_036477455.1,9039,1,830,8,6892,0,0,0,0,0,564,0,0,0,0
GCA_036477455.1,2069,0,0,3,1626,0,0,0,0,0,442,0,0,0,0
GCA_036477455.1,11601,10,8302,1,1403,0,0,0,0,894,0,0,0,0,0
GCA_036477455.1,4724,3,2661,2,1543,0,0,1,-3,188,-3,0,0,0,0
GCA_036477455.1,2197,0,0,2,2193,0,0,0,0,0,3,0,0,0,0
GCA_036477455.1,2449,2,1682,0,0,0,0,0,0,388,0,0,0,0,0
GCA_036477455.1,7271,4,6817,0,0,0,0,0,0,71,0,0,0,0,0
GCA_036477455.1,3659,0,0,1,2696,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,5287,2,425,5,2758,0,0,0,0,4861,1350,0,0,0,0
GCA_036477455.1,7155,3,2763,2,1977,0,0,0,0,1078,496,0,0,0,0
GCA_036477455.1,8139,3,1713,4,5599,0,0,0,0,1285,2539,0,0,0,0
GCA_036477455.1,5894,0,0,6,4932,0,0,1,-6,0,326,0,0,0,0
GCA_036477455.1,9988,7,5585,3,3314,0,0,0,0,374,644,0,0,0,0
GCA_036477455.1,2135,3,1554,0,0,0,0,0,0,444,0,0,0,0,0
GCA_036477455.1,10342,6,4375,2,4084,0,0,0,0,1868,17,0,0,0,0
GCA_036477455.1,3932,2,462,3,2928,0,0,0,0,3469,388,0,1,0,3
GCA_036477455.1,2775,2,2518,0,0,1,-13,0,0,-13,0,0,0,0,0
GCA_036477455.1,5797,4,2288,2,2416,0,0,0,0,91,117,0,0,0,0
GCA_036477455.1,4500,0,0,5,4154,0,0,1,0,0,287,0,0,0,0
GCA_036477455.1,2519,4,827,2,484,0,0,1,-15,1680,-15,0,0,0,0
GCA_036477455.1,2575,3,1311,2,722,0,0,0,0,233,1852,0,0,0,0
GCA_036477455.1,8196,3,2658,5,4085,0,0,0,0,390,4110,0,0,0,0
GCA_036477455.1,5525,3,1518,2,2887,0,0,0,0,3530,157,0,0,0,0
GCA_036477455.1,4916,0,0,4,4735,0,0,0,0,0,131,0,0,0,0
GCA_036477455.1,6379,1,860,6,4584,0,0,3,-16,0,1551,0,0,0,0
GCA_036477455.1,2520,0,0,3,1970,0,0,0,0,0,549,0,0,0,0
GCA_036477455.1,6559,5,3153,4,2644,1,-7,0,0,309,399,0,0,0,0
GCA_036477455.1,3837,3,2493,1,356,0,0,0,0,274,0,0,0,0,0
GCA_036477455.1,2623,3,2308,0,0,0,0,0,0,314,0,0,0,0,0
GCA_036477455.1,4936,5,4746,0,0,0,0,0,0,189,0,0,0,0,0
GCA_036477455.1,11522,0,0,10,10978,0,0,3,-34,0,543,0,0,0,0
GCA_036477455.1,5567,3,2646,2,2201,0,0,0,0,18,3044,0,0,0,0
GCA_036477455.1,4132,4,4121,0,0,2,-13,0,0,10,0,0,0,0,0
GCA_036477455.1,2682,3,1314,1,427,0,0,0,0,433,0,0,0,0,0
GCA_036477455.1,2334,1,222,2,1728,0,0,0,0,0,77,0,0,0,0
GCA_036477455.1,6163,1,1019,3,4530,0,0,0,0,0,206,0,0,0,0
GCA_036477455.1,10342,0,0,8,9577,0,0,0,0,0,512,0,0,0,0
GCA_036477455.1,4130,2,1920,2,1503,0,0,0,0,855,1566,0,0,0,0
GCA_036477455.1,5670,3,3408,5,541,0,0,0,0,65,538,0,0,0,0
GCA_036477455.1,3055,0,0,3,2784,0,0,0,0,0,270,0,0,0,0
GCA_036477455.1,2678,1,891,4,1403,0,0,0,0,0,72,0,0,0,0
GCA_036477455.1,3538,2,1075,2,2091,1,-28,0,0,-28,1446,0,0,0,0
GCA_036477455.1,3651,0,0,4,2517,0,0,0,0,0,1120,0,0,0,0
GCA_036477455.1,2718,0,0,3,2567,0,0,1,-16,0,-4,0,0,0,0
GCA_036477455.1,9854,4,5283,5,3647,0,0,1,-3,3036,3772,0,0,0,0
GCA_036477455.1,3511,3,1702,1,973,0,0,0,0,537,0,0,0,0,0
GCA_036477455.1,6484,1,998,5,4816,0,0,0,0,0,1667,0,0,0,0
GCA_036477455.1,4286,0,0,3,3665,0,0,0,0,0,620,0,0,0,0
GCA_036477455.1,5841,5,4356,0,0,0,0,0,0,1361,0,0,0,0,0
GCA_036477455.1,4145,2,3431,0,0,0,0,0,0,16,0,0,0,0,0
GCA_036477455.1,3727,2,993,2,1233,0,0,0,0,2197,239,0,0,0,0
GCA_036477455.1,5929,2,1064,4,4471,1,0,0,0,0,375,0,0,0,0
GCA_036477455.1,4311,0,0,1,3584,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,10441,0,0,8,8485,0,0,0,0,0,1317,0,0,0,0
GCA_036477455.1,3657,1,608,4,2621,0,0,0,0,0,1035,0,0,0,0
GCA_036477455.1,2333,2,1987,0,0,0,0,0,0,92,0,0,0,0,0
GCA_036477455.1,3911,5,3713,0,0,1,-34,0,0,28,0,0,0,0,0
GCA_036477455.1,2660,2,586,1,386,0,0,0,0,11,0,0,0,0,0
GCA_036477455.1,5269,3,4464,1,239,0,0,0,0,278,0,0,0,0,0
GCA_036477455.1,7433,5,4952,3,1692,1,-10,0,0,903,764,0,0,0,0
